last_file_found,ps3_name,auto,naegles,final_choice,status
_kakera17.txt,si_mansion,si_g2,NO_MATCH,si_g2,AUTOMATIC
unknown,sil1a,NO_MATCH,jsa3,jsa3,NAEGLES
_tsum_tips_014.txt,simen3,simen2,bg_182,bg_182,CONTRADICTORY
_mats_025.txt,sinryou_matiai1,sinryo_matiai1,sinryo_matiai1,sinryo_matiai1,IDENTICAL
hima_003_05.txt,sinryou_matiai1_01,sinryo_matiai1,sinryo_matiai1,sinryo_matiai1,IDENTICAL
_mats_022.txt,sinryou_sinsatu1,sinryo_sinsatu1,sinryo_sinsatu1,sinryo_sinsatu1,IDENTICAL
hima_003_04.txt,sinryou_sinsatu1_02,sinryo_sinsatu1,sinryo_sinsatu1,sinryo_sinsatu1,IDENTICAL
_mats_022.txt,sinryou_sinsatu2,sinryo_sinsatu2,sinryo_sinsatu1,sinryo_sinsatu2,CONTRADICTORY
_mats_020.txt,sinryou_sinsatu3,sinryo_sinsatu3,NO_MATCH,sinryo_sinsatu3,AUTOMATIC
_mats_022.txt,sinryou_sinsatu3_01,NO_MATCH,sinryo_sinsatu3,sinryo_sinsatu3,NAEGLES
_mats_013.txt,sinryou_sinsatu4,sinryo_sinsatu4,ke5,sinryo_sinsatu4,CONTRADICTORY
_mats_025.txt,sinryou_soto1,sinryo_soto2,sinryo_soto1,sinryo_soto1,CONTRADICTORY
_mina_009_2.txt,sinryou_soto1_01,sinryo_soto1,sinryo_soto1,sinryo_soto1,IDENTICAL
_mats_025.txt,sinryou_soto1_02,sinryo_soto1,sinryo_soto1,sinryo_soto1,IDENTICAL
_mats_022.txt,sinryou_soto3,sinryo_soto2,sinryo_soto3,sinryo_soto3,NAEGLES
_mina_009_2.txt,sinryou_soto3_01,sinryo_soto3,NO_MATCH,sinryo_soto3,AUTOMATIC
_mats_021.txt,so1,so1,so1,so1,IDENTICAL
_mats_018.txt,so1_02,so1,so1,so1,IDENTICAL
_mats_021.txt,so2,so2,so2,so2,IDENTICAL
tata_009_02.txt,so2_01,NO_MATCH,so2,so2,NAEGLES
_mats_021.txt,so3,so3,so3,so3,IDENTICAL
_mina_018.txt,so5,so5,NO_MATCH,so5,AUTOMATIC
_meak_012.txt,so6,so3,so6,so6,MANUAL
_mats_021.txt,so_chikafuroa,jsa6,black,black,CONTRADICTORY
_mats_021.txt,so_chikaido1,jsa7,NO_MATCH,jsa7,AUTOMATIC
_mats_021.txt,so_chikasaishinbu,jsa9,NO_MATCH,jsa9,AUTOMATIC
_mina_op.txt,so_d1,so_d1,so_d1,so_d1,IDENTICAL
_meak_021_2.txt,so_d1_01,so_d1,so_d1,so_d1,IDENTICAL
_kakera38.txt,so_g1,so_g1,so_g1,so_g1,IDENTICAL
_mats_021.txt,so_k1,so_k1,so_k1,so_k1,IDENTICAL
_mats_025.txt,sora,sora,sora,sora,MANUAL
unknown,sora1,NO_MATCH,sora2,sora2,NAEGLES
_mats_025.txt,sora2,sora2,sora3,sora2,CONTRADICTORY
_mats_024.txt,sora5,sora3,sora5,sora5,MANUAL
_mats_018.txt,sora6,sora6,sora6,sora6,MANUAL
_mats_025.txt,sora_01,gy7,NO_MATCH,gy7,AUTOMATIC
unknown,staff01,NO_MATCH,staff01,staff01,NAEGLES
_mats_022.txt,susuki,kusa,kusa,kusa,IDENTICAL
hima_003_04.txt,ta1,bg_214,bg_214,bg_214,IDENTICAL
_mina_009_2.txt,ta2,ta2_mura,ta2_mura,ta2_mura,IDENTICAL
_kakera40.txt,ta3_01,ta2_mura,NO_MATCH,ta2_mura,AUTOMATIC
_mats_006.txt,ta_tel_02,NO_MATCH,black,black,NAEGLES
unknown,tata_jisitu01,NO_MATCH,tata_jisitu01,tata_jisitu01,NAEGLES
unknown,tata_jisitu02,NO_MATCH,tata_jisitu02,tata_jisitu02,NAEGLES
unknown,tata_jisitu03,NO_MATCH,tata_jisitu03,tata_jisitu03,NAEGLES
unknown,tata_kuruma01,NO_MATCH,tata_kuruma01,tata_kuruma01,NAEGLES
unknown,tata_kuruma02,NO_MATCH,tata_kuruma02,tata_kuruma02,NAEGLES
unknown,tata_kuruma03,NO_MATCH,tata_kuruma03,tata_kuruma03,NAEGLES
unknown,tata_kuruma04,NO_MATCH,tata_kuruma04,tata_kuruma04,NAEGLES
unknown,tata_kuruma05,NO_MATCH,tata_kuruma05,tata_kuruma05,NAEGLES
unknown,tata_kuruma06,NO_MATCH,tata_kuruma06,tata_kuruma06,NAEGLES
unknown,tata_kuruma07,NO_MATCH,tata_kuruma07,tata_kuruma07,NAEGLES
onik_015_03.txt,tegami1,bg_219,bg_219,bg_219,IDENTICAL
onik_015_03.txt,tegami2,bg_220,bg_220,bg_220,IDENTICAL
onik_015_03.txt,tegami3,bg_221,bg_221,bg_221,IDENTICAL
_meak_005.txt,tennai1,tennai1,tennai1,tennai1,IDENTICAL
_meak_005.txt,tirasi1,tirasi1,NO_MATCH,tirasi1,AUTOMATIC
unknown,title02,NO_MATCH,title02,title02,NAEGLES
unknown,title02_j,NO_MATCH,title_j,title_j,NAEGLES
_kakera51.txt,tk_dojo,jimu1,NO_MATCH,jimu1,AUTOMATIC
_mats_023.txt,tk_mo7,mo7,NO_MATCH,mo7,AUTOMATIC
_mats_006.txt,tk_mo7_02,mo7,NO_MATCH,mo7,AUTOMATIC
_mats_007.txt,tk_ryou1,ryou1,NO_MATCH,ryou1,AUTOMATIC
_mats_005.txt,tk_ryou3_02,ryou3,NO_MATCH,ryou3,AUTOMATIC
_mats_003.txt,tk_yo1,yo2,yo1,yo1,NAEGLES
_mats_022.txt,tk_yo2,yo2,NO_MATCH,yo2,AUTOMATIC
unknown,toketu1a,NO_MATCH,toketu1a,toketu1a,NAEGLES
unknown,toketu1b,NO_MATCH,toketu1b,toketu1b,NAEGLES
unknown,toketu1c,NO_MATCH,toketu1c,toketu1c,NAEGLES
_mats_002.txt,torakku1,torakku1,NO_MATCH,torakku1,AUTOMATIC
_mats_022.txt,torakku2,torakku2,NO_MATCH,torakku2,AUTOMATIC
hima_001.txt,torishirabeshitu,bg_171,bg_171,bg_171,IDENTICAL
_meak_012.txt,torishirabeshitu_01,NO_MATCH,bg_171,bg_171,NAEGLES
_mina_019.txt,tosyo1,tosyo1,tosyo1,tosyo1,IDENTICAL
_mina_016.txt,tosyo1_01,mati3,tosyo1,tosyo1,NAEGLES
_kakera22.txt,tosyo2,tosyo2,tosyo2,tosyo2,IDENTICAL
unknown,up,NO_MATCH,up,up,EFFECT
unknown,white,NO_MATCH,white,white,EFFECT
unknown,windo_filter,NO_MATCH,windo_filter,windo_filter,EFFECT
unknown,windo_filter_adv,NO_MATCH,NO_MATCH,NO_MATCH,EFFECT
unknown,windo_filter_nvladv,NO_MATCH,NO_MATCH,NO_MATCH,EFFECT
_mats_op.txt,xta1,ta1_tokyo,NO_MATCH,ta1_tokyo,AUTOMATIC
_mats_op.txt,xta2,ta2_tokyo,NO_MATCH,ta2_tokyo,AUTOMATIC
_mats_op.txt,xta3,ta3,NO_MATCH,ta3,AUTOMATIC
_kakera13.txt,y_damu2,y_damu2,y_damu2,y_damu2,IDENTICAL
_meak_022_2.txt,y_ie1,bg_242,bg_242,bg_242,IDENTICAL
_mats_025.txt,y_kawa3,bg_247,y_kawa3,y_kawa3,IDENTICAL
_kakera15.txt,y_oni1,oni2,bg_259,bg_259,CONTRADICTORY
tata_011_02.txt,y_oni1_01,bg_259,bg_259,bg_259,IDENTICAL
_mina_ep.txt,yg2,yg2,NO_MATCH,yg2,AUTOMATIC
_mina_ep.txt,ygk1,ygk1,NO_MATCH,ygk1,AUTOMATIC
_mina_ep.txt,ygk3,ygk2,ygk3,ygk3,NAEGLES
_mats_014.txt,yhu2,yhu2,yhu2,yhu2,IDENTICAL
_mina_028.txt,ymo1,ymo1,NO_MATCH,ymo1,AUTOMATIC
_mats_006.txt,ymo1_01,ymo1,ymo1,ymo1,IDENTICAL
_mats_002.txt,ymo2,ymo2,NO_MATCH,ymo2,AUTOMATIC
_mats_006.txt,ymo2_01,mo2,ymo2,ymo2,CONTRADICTORY
_kakera49.txt,ymo3,ymo3,NO_MATCH,ymo3,AUTOMATIC
_mats_006.txt,ymo3_01,ymo3,ymo3,ymo3,IDENTICAL
tata_012.txt,yugk3_01,gk3,gk3,gk3,IDENTICAL
